	S2N	p-val	FDR
APRT	1.2214405536651611	1.1473610695400579e-05	0.000586734693877551
LOC90784	1.2211579084396362	1.1473610695400579e-05	0.000586734693877551
C8ORF33	1.2194784879684448	1.1473610695400579e-05	0.000586734693877551
SETDB2	1.2193537950515747	1.1473610695400579e-05	0.000586734693877551
C10ORF7	1.2186914682388306	1.1473610695400579e-05	0.000586734693877551
NOC2L	1.2175366878509521	1.1473610695400579e-05	0.000586734693877551
ZNF259	1.2174181938171387	1.1473610695400579e-05	0.000586734693877551
TIMM10	1.2160786390304565	1.1473610695400579e-05	0.000586734693877551
PPRC1	1.2158502340316772	1.1473610695400579e-05	0.000586734693877551
KIAA0409	1.2155150175094604	1.1473610695400579e-05	0.000586734693877551
NXT1	1.2149816751480103	1.1473610695400579e-05	0.000586734693877551
PMS1	1.2136362791061401	1.1473610695400579e-05	0.000586734693877551
TSEN2	1.2135827541351318	1.1473610695400579e-05	0.000586734693877551
C20ORF6	1.2121896743774414	1.197246333433104e-05	0.0006106870229007634
UTP15	1.2094839811325073	1.2471315973261498e-05	0.0006345177664974619
PABPC4	1.2090078592300415	1.2970168612191959e-05	0.0006582278481012658
MRPL2	1.2056783437728882	1.3469021251122418e-05	0.000675
CCDC85B	1.2054494619369507	1.3469021251122418e-05	0.000675
UTP6	1.204656958580017	1.3469021251122418e-05	0.000675
BRCC3	1.2035504579544067	1.3469021251122418e-05	0.000675
DZIP1	1.2024123668670654	1.3469021251122418e-05	0.000675
SAC3D1	1.2021101713180542	1.3967873890052878e-05	0.0006982543640897756
MAGMAS	1.2007439136505127	1.4466726528983339e-05	0.0007178217821782178
SCO1	1.2004528045654297	1.4466726528983339e-05	0.0007178217821782178
MRPL17	1.1999802589416504	1.4466726528983339e-05	0.0007178217821782178
C16ORF51	1.1991344690322876	1.4965579167913798e-05	0.0007407407407407407
FAH	1.1970003843307495	1.5963284445774717e-05	0.0007764705882352942
TELO2	1.1948997974395752	1.5963284445774717e-05	0.0007764705882352942
DHX37	1.1947505474090576	1.5963284445774717e-05	0.0007764705882352942
ACTR3B	1.1939083337783813	1.5963284445774717e-05	0.0007764705882352942
NASP	1.1934096813201904	1.5963284445774717e-05	0.0007764705882352942
CTPS	1.1913703680038452	1.646213708470518e-05	0.0007764705882352942
POLRMT	1.191097378730774	1.646213708470518e-05	0.0007764705882352942
LYRM4	1.190909504890442	1.646213708470518e-05	0.0007764705882352942
RNMTL1	1.1879901885986328	1.646213708470518e-05	0.0007764705882352942
RAN	1.1870099306106567	1.646213708470518e-05	0.0007764705882352942
RSL1D1	1.1827630996704102	1.646213708470518e-05	0.0007764705882352942
HSPE1	1.18266761302948	1.646213708470518e-05	0.0007764705882352942
SNAPC4	1.1807457208633423	1.646213708470518e-05	0.0007764705882352942
TIMM8B	1.1799665689468384	1.646213708470518e-05	0.0007764705882352942
EIF2S1	1.1792235374450684	1.646213708470518e-05	0.0007764705882352942
RAD23A	1.1789807081222534	1.646213708470518e-05	0.0007764705882352942
ZNF239	1.1776151657104492	1.646213708470518e-05	0.0007764705882352942
SETD6	1.1769726276397705	1.646213708470518e-05	0.0007764705882352942
UBE2G2	1.1768569946289062	1.646213708470518e-05	0.0007764705882352942
IL1RL2	1.1760684251785278	1.646213708470518e-05	0.0007764705882352942
GNPNAT1	1.1742531061172485	1.7459842362566097e-05	0.0008177570093457943
ZNF74	1.1740174293518066	1.7459842362566097e-05	0.0008177570093457943
RCC2	1.1738252639770508	1.7459842362566097e-05	0.0008177570093457943
CTA-126B4.3	1.1726038455963135	1.795869500149656e-05	0.0008314087759815243
CHCHD6	1.1698918342590332	1.795869500149656e-05	0.0008314087759815243
MINA	1.1695536375045776	1.795869500149656e-05	0.0008314087759815243
LOC643988	1.1686614751815796	1.795869500149656e-05	0.0008314087759815243
MRPL3	1.168563961982727	1.795869500149656e-05	0.0008314087759815243
WDR21C	1.1681989431381226	1.8457547640427018e-05	0.0008447488584474886
PRMT3	1.166992425918579	1.8457547640427018e-05	0.0008447488584474886
MRPS17	1.1668221950531006	1.8457547640427018e-05	0.0008447488584474886
C6ORF108	1.1665332317352295	1.8457547640427018e-05	0.0008447488584474886
LOC284184	1.166153907775879	1.8457547640427018e-05	0.0008447488584474886
IMP3	1.1649277210235596	1.8956400279357477e-05	0.0008558558558558558
CCT7	1.1643074750900269	1.8956400279357477e-05	0.0008558558558558558
PARD3B	1.1629105806350708	1.8956400279357477e-05	0.0008558558558558558
WDR75	1.1619601249694824	1.8956400279357477e-05	0.0008558558558558558
POLR2F	1.1610809564590454	1.8956400279357477e-05	0.0008558558558558558
ZC3H8	1.1594423055648804	1.8956400279357477e-05	0.0008558558558558558
LSG1	1.1591876745224	1.945525291828794e-05	0.0008764044943820225
GSPT1	1.1563063859939575	1.9954105557218398e-05	0.0008888888888888889
TKT	1.155672550201416	1.9954105557218398e-05	0.0008888888888888889
D21S2056E	1.1551122665405273	1.9954105557218398e-05	0.0008888888888888889
STOM	1.153977870941162	1.9954105557218398e-05	0.0008888888888888889
ENO1	1.1538437604904175	1.9954105557218398e-05	0.0008888888888888889
RPUSD4	1.1530694961547852	2.0452958196148857e-05	0.0009090909090909091
PRR3	1.1519855260849	2.1450663474009778e-05	0.0009462365591397849
GOLPH2	1.1517431735992432	2.1450663474009778e-05	0.0009462365591397849
ANAPC1	1.1509605646133423	2.1450663474009778e-05	0.0009462365591397849
C19ORF24	1.1504048109054565	2.1949516112940237e-05	0.0009462365591397849
DDX55	1.1504043340682983	2.1949516112940237e-05	0.0009462365591397849
RG9MTD1	1.1501840353012085	2.1949516112940237e-05	0.0009462365591397849
FAM44B	1.1499264240264893	2.1949516112940237e-05	0.0009462365591397849
KIAA1345	1.1483192443847656	2.1949516112940237e-05	0.0009462365591397849
TIMM9	1.1464879512786865	2.1949516112940237e-05	0.0009462365591397849
ZP3	1.1464022397994995	2.1949516112940237e-05	0.0009462365591397849
C19ORF2	1.1463475227355957	2.1949516112940237e-05	0.0009462365591397849
TIMM13	1.1454163789749146	2.1949516112940237e-05	0.0009462365591397849
BEX2	1.1448432207107544	2.1949516112940237e-05	0.0009462365591397849
ANAPC5	1.144142985343933	2.1949516112940237e-05	0.0009462365591397849
FKBP11	1.1426727771759033	2.24483687518707e-05	0.0009656652360515022
STAC	1.1407800912857056	2.3446074029731617e-05	0.0010021321961620469
C17ORF79	1.1399325132369995	2.3446074029731617e-05	0.0010021321961620469
LOC92345	1.1398128271102905	2.3446074029731617e-05	0.0010021321961620469
NOP5	1.13837730884552	2.394492666866208e-05	0.0010191082802547772
DEAF1	1.1360493898391724	2.394492666866208e-05	0.0010191082802547772
HEATR1	1.135237693786621	2.4443779307592538e-05	0.0010315789473684211
EIF2B3	1.1347602605819702	2.4443779307592538e-05	0.0010315789473684211
GNPDA1	1.134207010269165	2.4443779307592538e-05	0.0010315789473684211
LOC89944	1.1339036226272583	2.4443779307592538e-05	0.0010315789473684211
MRE11A	1.1325962543487549	2.4942631946522997e-05	0.0010395010395010393
RP5-1119A7.4	1.1323753595352173	2.4942631946522997e-05	0.0010395010395010393
KIAA1018	1.130096197128296	2.4942631946522997e-05	0.0010395010395010393
TEAD4	1.1296442747116089	2.4942631946522997e-05	0.0010395010395010393
CDCA7	1.1286879777908325	2.4942631946522997e-05	0.0010395010395010393
LDHB	1.1283737421035767	2.4942631946522997e-05	0.0010395010395010393
ZNF37B	1.1269724369049072	2.5441484585453455e-05	0.0010559006211180123
LOC440894	1.1249101161956787	2.5441484585453455e-05	0.0010559006211180123
XPO4	1.1227738857269287	2.6439189863314377e-05	0.0010927835051546392
HADH2	1.1206737756729126	2.6439189863314377e-05	0.0010927835051546392
LSM7	1.1186234951019287	2.7436895141175298e-05	0.0011316872427983538
P2RX5	1.1175415515899658	2.7935747780105756e-05	0.0011498973305954826
CYP2U1	1.1152024269104004	2.8933453057966678e-05	0.0011860940695296524
PRSS15	1.1137839555740356	2.8933453057966678e-05	0.0011860940695296524
PTDSS2	1.1136118173599243	2.9432305696897136e-05	0.001189516129032258
CCT5	1.1134594678878784	2.9432305696897136e-05	0.001189516129032258
BCCIP	1.1133824586868286	2.9432305696897136e-05	0.001189516129032258
CHID1	1.1129982471466064	2.9432305696897136e-05	0.001189516129032258
WDR46	1.112709403038025	2.9432305696897136e-05	0.001189516129032258
LYSMD2	1.1124180555343628	2.9432305696897136e-05	0.001189516129032258
LAMP3	1.1114444732666016	2.9432305696897136e-05	0.001189516129032258
TBC1D15	1.11117422580719	2.9931158335827595e-05	0.0012024048096192384
SLC5A6	1.1108126640319824	2.9931158335827595e-05	0.0012024048096192384
FKBP7	1.1107372045516968	2.9931158335827595e-05	0.0012024048096192384
KIAA1545	1.1089287996292114	3.0928863613688516e-05	0.00124
C17ORF81	1.1075490713119507	3.142771625261898e-05	0.001254980079681275
QTRTD1	1.1072269678115845	3.142771625261898e-05	0.001254980079681275
TP53RK	1.106840968132019	3.1926568891549434e-05	0.0012723658051689859
RIOK1	1.1058743000030518	3.3423126808340814e-05	0.0013267326732673266
HNRPF	1.1058346033096313	3.3423126808340814e-05	0.0013267326732673266
SCAMP3	1.1022543907165527	3.3921979447271276e-05	0.0013438735177865612
SH3BGR	1.1011862754821777	3.442083208620174e-05	0.0013609467455621303
DDX28	1.1004103422164917	3.4919684725132194e-05	0.0013725490196078432
RPIA	1.1000430583953857	3.4919684725132194e-05	0.0013725490196078432
MCCC2	1.0999500751495361	3.4919684725132194e-05	0.0013725490196078432
TMEM38B	1.098242998123169	3.6915095280854036e-05	0.0014481409001956948
NEFH	1.098115086555481	3.74139479197845e-05	0.0014648437500000002
RSAD1	1.0971087217330933	3.8411653197645416e-05	0.0014864864864864867
MRPL24	1.0964653491973877	3.8411653197645416e-05	0.0014864864864864867
FUCA2	1.0963919162750244	3.8411653197645416e-05	0.0014864864864864867
MBD3	1.0963000059127808	3.8411653197645416e-05	0.0014864864864864867
C9ORF105	1.0956751108169556	3.8411653197645416e-05	0.0014864864864864867
EIF5A	1.0954513549804688	3.8411653197645416e-05	0.0014864864864864867
MRPL4	1.0947149991989136	3.891050583657588e-05	0.0014885496183206107
FAM11B	1.0940760374069214	3.891050583657588e-05	0.0014885496183206107
COG2	1.0929930210113525	3.891050583657588e-05	0.0014885496183206107
ACY1	1.092465877532959	3.891050583657588e-05	0.0014885496183206107
MRPL38	1.0922726392745972	3.891050583657588e-05	0.0014885496183206107
ABCE1	1.0919486284255981	3.891050583657588e-05	0.0014885496183206107
DNAJB1	1.0913587808609009	3.9409358475506334e-05	0.0014990512333965843
C1ORF164	1.09063720703125	3.9409358475506334e-05	0.0014990512333965843
ANAPC7	1.0906039476394653	3.9409358475506334e-05	0.0014990512333965843
LOC153346	1.0877108573913574	4.040706375336726e-05	0.0015311909262759925
TYSND1	1.0868273973464966	4.040706375336726e-05	0.0015311909262759925
HS3ST3A1	1.0862476825714111	4.0905916392297714e-05	0.0015327102803738319
EIF3S4	1.08490788936615	4.0905916392297714e-05	0.0015327102803738319
ZBED3	1.0846607685089111	4.0905916392297714e-05	0.0015327102803738319
SUMF2	1.0844841003417969	4.0905916392297714e-05	0.0015327102803738319
C2ORF3	1.0835822820663452	4.0905916392297714e-05	0.0015327102803738319
FLJ21127	1.0831443071365356	4.0905916392297714e-05	0.0015327102803738319
NME4	1.0806809663772583	4.4397884864810936e-05	0.0016573556797020484
PEMT	1.0789459943771362	4.4397884864810936e-05	0.0016573556797020484
TOMM20	1.0776565074920654	4.539559014267185e-05	0.001685185185185185
TTC15	1.0773513317108154	4.539559014267185e-05	0.001685185185185185
WDR71	1.0770556926727295	4.539559014267185e-05	0.001685185185185185
LOC151146	1.0765467882156372	4.5894442781602316e-05	0.0016911764705882352
EEF2	1.0762680768966675	4.5894442781602316e-05	0.0016911764705882352
C16ORF7	1.0761610269546509	4.5894442781602316e-05	0.0016911764705882352
LOC401387	1.0756726264953613	4.5894442781602316e-05	0.0016911764705882352
C5ORF25	1.0748083591461182	4.689214805946323e-05	0.0017247706422018347
WDR4	1.0737022161483765	4.788985333732416e-05	0.001748633879781421
EEF2K	1.0736695528030396	4.788985333732416e-05	0.001748633879781421
MARS2	1.0736480951309204	4.788985333732416e-05	0.001748633879781421
CUEDC2	1.0732547044754028	4.788985333732416e-05	0.001748633879781421
DNAJA3	1.07246732711792	4.8887558615185075e-05	0.0017721518987341774
REXO4	1.0719261169433594	4.8887558615185075e-05	0.0017721518987341774
C21ORF59	1.0718836784362793	4.8887558615185075e-05	0.0017721518987341774
EIF3S7	1.0703940391540527	4.8887558615185075e-05	0.0017721518987341774
CSK	1.068814992904663	4.938641125411553e-05	0.0017837837837837837
GPX7	1.0686427354812622	4.938641125411553e-05	0.0017837837837837837
ATP6V0B	1.067501187324524	5.088296917090691e-05	0.0018312387791741473
LPHN1	1.0672986507415771	5.088296917090691e-05	0.0018312387791741473
WDSOF1	1.0669320821762085	5.138182180983737e-05	0.0018425760286225402
C6ORF66	1.0669299364089966	5.138182180983737e-05	0.0018425760286225402
ZNF614	1.0656237602233887	5.1880674448767835e-05	0.001847246891651865
EIF4EBP1	1.0644822120666504	5.1880674448767835e-05	0.001847246891651865
LSM10	1.0643583536148071	5.1880674448767835e-05	0.001847246891651865
PRNPIP	1.0643471479415894	5.1880674448767835e-05	0.001847246891651865
IFI30	1.0636725425720215	5.237952708769829e-05	0.0018485915492957746
LOC286025	1.0635048151016235	5.237952708769829e-05	0.0018485915492957746
NUP35	1.0630444288253784	5.237952708769829e-05	0.0018485915492957746
FBL	1.0626640319824219	5.237952708769829e-05	0.0018485915492957746
EXOSC2	1.0626304149627686	5.237952708769829e-05	0.0018485915492957746
CGI-09	1.0617512464523315	5.287837972662875e-05	0.0018629173989455185
LOC169834	1.0589804649353027	5.686920083807243e-05	0.001993006993006993
AKT1S1	1.0582937002182007	5.686920083807243e-05	0.001993006993006993
GDF15	1.058051586151123	5.686920083807243e-05	0.001993006993006993
KIAA0664	1.0577800273895264	5.736805347700289e-05	0.001996527777777778
OSGEPL1	1.0570987462997437	5.736805347700289e-05	0.001996527777777778
FAM60A	1.0563737154006958	5.736805347700289e-05	0.001996527777777778
RC74	1.0562362670898438	5.736805347700289e-05	0.001996527777777778
SLC35C2	1.055109977722168	5.836575875486381e-05	0.002027729636048527
ISOC2	1.0538768768310547	5.886461139379427e-05	0.0020379965457685664
HNRPAB	1.0532467365264893	5.886461139379427e-05	0.0020379965457685664
RNASET2	1.0530644655227661	5.986231667165519e-05	0.002068965517241379
LOC644808	1.051802635192871	6.335428514416841e-05	0.0021858864027538725
LILRA4	1.0503181219100952	6.485084306095979e-05	0.0022298456260720413
POLR3G	1.0501635074615479	6.485084306095979e-05	0.0022298456260720413
SSR4	1.049522042274475	6.584854833882072e-05	0.00226027397260274
GART	1.0492535829544067	6.634740097775117e-05	0.0022696245733788397
LOC115098	1.0491886138916016	6.634740097775117e-05	0.0022696245733788397
AGPAT3	1.0471309423446655	6.784395889454255e-05	0.0023129251700680273
LOC389070	1.0466946363449097	6.784395889454255e-05	0.0023129251700680273
ZRANB3	1.0458776950836182	6.884166417240348e-05	0.0023429541595925297
DRG1	1.0440129041671753	7.033822208919486e-05	0.0023857868020304572
SLC25A15	1.043968677520752	7.033822208919486e-05	0.0023857868020304572
SPESP1	1.0429080724716187	7.083707472812531e-05	0.002398648648648649
TRIAP1	1.0425257682800293	7.133592736705577e-05	0.002407407407407407
C8ORF55	1.0425224304199219	7.133592736705577e-05	0.002407407407407407
KBTBD8	1.0394419431686401	7.383019056170807e-05	0.002475083056478405
ST6GAL1	1.0393885374069214	7.383019056170807e-05	0.002475083056478405
NIP7	1.0392796993255615	7.432904320063853e-05	0.002475083056478405
CBWD1	1.0391544103622437	7.432904320063853e-05	0.002475083056478405
NETO2	1.0386762619018555	7.432904320063853e-05	0.002475083056478405
C3ORF9	1.0378496646881104	7.432904320063853e-05	0.002475083056478405
WDR67	1.0371428728103638	7.432904320063853e-05	0.002475083056478405
LRRC61	1.0369771718978882	7.432904320063853e-05	0.002475083056478405
ARMETL1	1.03610360622406	7.582560111742991e-05	0.002520729684908789
TMEM41A	1.0345886945724487	7.682330639529083e-05	0.002541254125412541
TAF5	1.0345391035079956	7.682330639529083e-05	0.002541254125412541
DHX30	1.0343027114868164	7.682330639529083e-05	0.002541254125412541
IMPAD1	1.0336484909057617	7.831986431208221e-05	0.002582236842105263
MGC9913	1.032958984375	7.831986431208221e-05	0.002582236842105263
DUS1L	1.0315814018249512	7.881871695101267e-05	0.0025901639344262295
SART1	1.031406283378601	7.881871695101267e-05	0.0025901639344262295
PMS2	1.0303854942321777	7.981642222887359e-05	0.002618657937806874
DDX31	1.0289822816848755	8.031527486780405e-05	0.00262987012987013
EIF3S9	1.0282119512557983	8.081412750673452e-05	0.00262987012987013
ZNF642	1.0270332098007202	8.081412750673452e-05	0.00262987012987013
MSTO1	1.0270122289657593	8.081412750673452e-05	0.00262987012987013
TAP2	1.0266801118850708	8.081412750673452e-05	0.00262987012987013
AP3M2	1.0238631963729858	8.23106854235259e-05	0.002674230145867099
PFDN2	1.0216258764266968	8.530380125710866e-05	0.002766990291262136
PCDH18	1.0211350917816162	8.580265389603911e-05	0.0027697262479871175
PRPF19	1.021131992340088	8.580265389603911e-05	0.0027697262479871175
B4GALT3	1.0209428071975708	8.580265389603911e-05	0.0027697262479871175
C10ORF95	1.0198173522949219	8.729921181283049e-05	0.0028089887640449437
PRR7	1.0196751356124878	8.729921181283049e-05	0.0028089887640449437
CRTAP	1.0181657075881958	8.879576972962187e-05	0.0028525641025641028
SH3D19	1.0179283618927002	8.929462236855233e-05	0.0028594249201277953
PALB2	1.0177087783813477	8.929462236855233e-05	0.0028594249201277953
B4GALT7	1.017627239227295	8.97934750074828e-05	0.002870813397129187
MRPL34	1.0158153772354126	9.328544347999601e-05	0.0029777070063694267
MRPL21	1.0139005184173584	9.577970667464832e-05	0.003037974683544304
STATIP1	1.0136582851409912	9.577970667464832e-05	0.003037974683544304
RPS6KA5	1.0130902528762817	9.577970667464832e-05	0.003037974683544304
MPHOSPH10	1.012612223625183	9.577970667464832e-05	0.003037974683544304
C1QBP	1.0114752054214478	9.72762645914397e-05	0.003080568720379147
TRSPAP1	1.0105797052383423	9.777511723037015e-05	0.0030914826498422716
POLG2	1.0091289281845093	9.927167514716153e-05	0.0031289308176100632
ALG14	1.0090535879135132	9.927167514716153e-05	0.0031289308176100632
PEX5	1.008297085762024	0.00010076823306395291	0.0031711145996860283
AHCY	1.0081030130386353	0.00010126708570288337	0.0031768388106416276
EIF2B5	1.007949948310852	0.00010126708570288337	0.0031768388106416276
CUTA	1.0073363780975342	0.00010226479098074429	0.0032031250000000002
ZNF498	1.0054740905761719	0.00010426020153646613	0.003260530421216849
RPL7L1	1.0047919750213623	0.0001057567594532575	0.003297045101088647
C1ORF79	1.0046603679656982	0.0001057567594532575	0.003297045101088647
CDCA7L	1.0045288801193237	0.00010625561209218796	0.0033074534161490685
MRPS9	1.0029637813568115	0.00010874987528684027	0.0033798449612403103
SOLH	1.002683162689209	0.00010924872792577072	0.003390092879256966
